Indicator,State Name,Year,Month,Data Value,Percent Pending Investigation
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2017,September,75,0.336153286
Natural & semi-synthetic opioids (T40.2),Nevada,2015,January,231,0.004421062
Natural & semi-synthetic opioids (T40.2),Nevada,2015,February,224,0.004419304
Natural & semi-synthetic opioids (T40.2),Nevada,2015,March,226,0.004387697
Natural & semi-synthetic opioids (T40.2),Nevada,2015,April,230,0.00436186
Natural & semi-synthetic opioids (T40.2),Nevada,2015,May,236,0.004341408
Natural & semi-synthetic opioids (T40.2),Nevada,2015,June,242,0.004305149
Natural & semi-synthetic opioids (T40.2),Nevada,2015,July,237,0.004300151
Natural & semi-synthetic opioids (T40.2),Nevada,2015,August,247,0.004282655
Natural & semi-synthetic opioids (T40.2),Nevada,2015,September,246,0.004280822
Natural & semi-synthetic opioids (T40.2),Nevada,2015,October,250,0.004274966
Natural & semi-synthetic opioids (T40.2),Nevada,2015,November,254,0.004254233
Natural & semi-synthetic opioids (T40.2),Nevada,2015,December,271,0.004228866
Natural & semi-synthetic opioids (T40.2),Nevada,2016,January,272,0.004242321
Natural & semi-synthetic opioids (T40.2),Nevada,2016,February,277,0.004188306
Natural & semi-synthetic opioids (T40.2),Nevada,2016,March,279,0.004173449
Natural & semi-synthetic opioids (T40.2),Nevada,2016,April,278,0
Natural & semi-synthetic opioids (T40.2),Nevada,2016,May,265,0
Natural & semi-synthetic opioids (T40.2),Nevada,2016,June,266,0
Natural & semi-synthetic opioids (T40.2),Nevada,2016,July,271,0
Natural & semi-synthetic opioids (T40.2),Nevada,2016,August,269,0
Natural & semi-synthetic opioids (T40.2),Nevada,2016,September,264,0
Natural & semi-synthetic opioids (T40.2),Nevada,2016,October,265,0
Natural & semi-synthetic opioids (T40.2),Nevada,2016,November,253,0
Natural & semi-synthetic opioids (T40.2),Nevada,2016,December,240,0
Natural & semi-synthetic opioids (T40.2),Nevada,2017,January,231,0
Natural & semi-synthetic opioids (T40.2),Nevada,2017,February,220,0
Natural & semi-synthetic opioids (T40.2),Nevada,2017,March,223,0
Natural & semi-synthetic opioids (T40.2),Nevada,2017,April,222,0
Natural & semi-synthetic opioids (T40.2),Nevada,2017,May,225,0
Natural & semi-synthetic opioids (T40.2),Nevada,2017,June,231,0.007881152
Natural & semi-synthetic opioids (T40.2),Nevada,2017,July,234,0.00786009
Natural & semi-synthetic opioids (T40.2),Nevada,2017,August,234,0.007914523
Natural & semi-synthetic opioids (T40.2),Nevada,2017,September,238,0.007916716
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,January,394,0.004421062
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,February,383,0.004419304
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,March,383,0.004387697
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,April,390,0.00436186
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,May,397,0.004341408
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,June,412,0.004305149
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,July,411,0.004300151
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,August,423,0.004282655
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,September,422,0.004280822
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,October,428,0.004274966
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,November,427,0.004254233
"Opioids (T40.0-T40.4,T40.6)",Nevada,2015,December,446,0.004228866
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,January,443,0.004242321
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,February,454,0.004188306
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,March,456,0.004173449
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,April,454,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,May,444,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,June,446,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,July,459,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,August,460,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,September,454,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,October,451,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,November,444,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2016,December,423,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2017,January,424,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2017,February,406,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2017,March,411,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2017,April,414,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2017,May,414,0
"Opioids (T40.0-T40.4,T40.6)",Nevada,2017,June,419,0.007881152
"Opioids (T40.0-T40.4,T40.6)",Nevada,2017,July,417,0.00786009
"Opioids (T40.0-T40.4,T40.6)",Nevada,2017,August,420,0.007914523
"Opioids (T40.0-T40.4,T40.6)",Nevada,2017,September,420,0.007916716
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,January,31,0.004421062
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,February,30,0.004419304
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,March,30,0.004387697
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,April,29,0.00436186
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,May,28,0.004341408
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,June,30,0.004305149
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,July,30,0.004300151
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,August,35,0.004282655
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,September,36,0.004280822
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,October,37,0.004274966
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,November,35,0.004254233
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2015,December,36,0.004228866
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,January,37,0.004242321
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,February,38,0.004188306
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,March,39,0.004173449
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,April,43,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,May,46,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,June,44,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,July,47,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,August,50,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,September,52,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,October,50,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,November,52,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2016,December,50,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2017,January,48,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2017,February,53,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2017,March,52,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2017,April,51,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2017,May,51,0
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2017,June,58,0.007881152
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2017,July,56,0.00786009
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2017,August,57,0.007914523
"Synthetic opioids, excl. methadone (T40.4)",Nevada,2017,September,60,0.007916716
Natural & semi-synthetic opioids (T40.2),New York,2015,January,431,0.278684279
Natural & semi-synthetic opioids (T40.2),New York,2015,February,422,0.294605424
Natural & semi-synthetic opioids (T40.2),New York,2015,March,412,0.306482096
Natural & semi-synthetic opioids (T40.2),New York,2015,April,431,0.307379135
Natural & semi-synthetic opioids (T40.2),New York,2015,May,432,0.313323869
Natural & semi-synthetic opioids (T40.2),New York,2015,June,434,0.309032879
Natural & semi-synthetic opioids (T40.2),New York,2015,July,446,0.322339437
Natural & semi-synthetic opioids (T40.2),New York,2015,August,465,0.33775609
Natural & semi-synthetic opioids (T40.2),New York,2015,September,469,0.353299983
Natural & semi-synthetic opioids (T40.2),New York,2015,October,465,0.37075739
Natural & semi-synthetic opioids (T40.2),New York,2015,November,472,0.395268874
Natural & semi-synthetic opioids (T40.2),New York,2015,December,479,0.405174865
Natural & semi-synthetic opioids (T40.2),New York,2016,January,479,0.408054735
Natural & semi-synthetic opioids (T40.2),New York,2016,February,500,0.401251988
Natural & semi-synthetic opioids (T40.2),New York,2016,March,520,0.409755897
Natural & semi-synthetic opioids (T40.2),New York,2016,April,522,0.423488681
Natural & semi-synthetic opioids (T40.2),New York,2016,May,537,0.437244125
Natural & semi-synthetic opioids (T40.2),New York,2016,June,543,0.46476638
Natural & semi-synthetic opioids (T40.2),New York,2016,July,547,0.483231158
Natural & semi-synthetic opioids (T40.2),New York,2016,August,549,0.493710336
Natural & semi-synthetic opioids (T40.2),New York,2016,September,562,0.514320912
Natural & semi-synthetic opioids (T40.2),New York,2016,October,576,0.531216671
Natural & semi-synthetic opioids (T40.2),New York,2016,November,578,0.540551567
Natural & semi-synthetic opioids (T40.2),New York,2016,December,586,0.585221635
Natural & semi-synthetic opioids (T40.2),New York,2017,January,587,0.600385458
Natural & semi-synthetic opioids (T40.2),New York,2017,February,575,0.62486772
Natural & semi-synthetic opioids (T40.2),New York,2017,March,579,0.639328252
Natural & semi-synthetic opioids (T40.2),New York,2017,April,573,0.655655152
Natural & semi-synthetic opioids (T40.2),New York,2017,May,560,0.673173677
Natural & semi-synthetic opioids (T40.2),New York,2017,June,559,0.702926017
Natural & semi-synthetic opioids (T40.2),New York,2017,July,546,0.74928532
Natural & semi-synthetic opioids (T40.2),New York,2017,August,532,0.799446306
Natural & semi-synthetic opioids (T40.2),New York,2017,September,517,0.876410128
"Opioids (T40.0-T40.4,T40.6)",New York,2015,January,1172,0.278684279
"Opioids (T40.0-T40.4,T40.6)",New York,2015,February,1178,0.294605424
"Opioids (T40.0-T40.4,T40.6)",New York,2015,March,1198,0.306482096
"Opioids (T40.0-T40.4,T40.6)",New York,2015,April,1257,0.307379135
"Opioids (T40.0-T40.4,T40.6)",New York,2015,May,1285,0.313323869
"Opioids (T40.0-T40.4,T40.6)",New York,2015,June,1310,0.309032879
"Opioids (T40.0-T40.4,T40.6)",New York,2015,July,1348,0.322339437
"Opioids (T40.0-T40.4,T40.6)",New York,2015,August,1384,0.33775609
"Opioids (T40.0-T40.4,T40.6)",New York,2015,September,1413,0.353299983
"Opioids (T40.0-T40.4,T40.6)",New York,2015,October,1413,0.37075739
"Opioids (T40.0-T40.4,T40.6)",New York,2015,November,1445,0.395268874
"Opioids (T40.0-T40.4,T40.6)",New York,2015,December,1452,0.405174865
"Opioids (T40.0-T40.4,T40.6)",New York,2016,January,1499,0.408054735
"Opioids (T40.0-T40.4,T40.6)",New York,2016,February,1571,0.401251988
"Opioids (T40.0-T40.4,T40.6)",New York,2016,March,1621,0.409755897
"Opioids (T40.0-T40.4,T40.6)",New York,2016,April,1644,0.423488681
"Opioids (T40.0-T40.4,T40.6)",New York,2016,May,1673,0.437244125
"Opioids (T40.0-T40.4,T40.6)",New York,2016,June,1713,0.46476638
"Opioids (T40.0-T40.4,T40.6)",New York,2016,July,1752,0.483231158
"Opioids (T40.0-T40.4,T40.6)",New York,2016,August,1785,0.493710336
"Opioids (T40.0-T40.4,T40.6)",New York,2016,September,1813,0.514320912
"Opioids (T40.0-T40.4,T40.6)",New York,2016,October,1854,0.531216671
"Opioids (T40.0-T40.4,T40.6)",New York,2016,November,1880,0.540551567
"Opioids (T40.0-T40.4,T40.6)",New York,2016,December,1928,0.585221635
"Opioids (T40.0-T40.4,T40.6)",New York,2017,January,1947,0.600385458
"Opioids (T40.0-T40.4,T40.6)",New York,2017,February,1940,0.62486772
"Opioids (T40.0-T40.4,T40.6)",New York,2017,March,1972,0.639328252
"Opioids (T40.0-T40.4,T40.6)",New York,2017,April,1966,0.655655152
"Opioids (T40.0-T40.4,T40.6)",New York,2017,May,2007,0.673173677
"Opioids (T40.0-T40.4,T40.6)",New York,2017,June,2027,0.702926017
"Opioids (T40.0-T40.4,T40.6)",New York,2017,July,2013,0.74928532
"Opioids (T40.0-T40.4,T40.6)",New York,2017,August,1994,0.799446306
"Opioids (T40.0-T40.4,T40.6)",New York,2017,September,1978,0.876410128
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,January,248,0.278684279
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,February,268,0.294605424
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,March,298,0.306482096
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,April,332,0.307379135
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,May,354,0.313323869
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,June,375,0.309032879
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,July,404,0.322339437
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,August,430,0.33775609
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,September,457,0.353299983
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,October,471,0.37075739
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,November,515,0.395268874
"Synthetic opioids, excl. methadone (T40.4)",New York,2015,December,532,0.405174865
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,January,569,0.408054735
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,February,626,0.401251988
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,March,671,0.409755897
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,April,706,0.423488681
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,May,751,0.437244125
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,June,809,0.46476638
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,July,856,0.483231158
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,August,898,0.493710336
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,September,940,0.514320912
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,October,996,0.531216671
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,November,1038,0.540551567
"Synthetic opioids, excl. methadone (T40.4)",New York,2016,December,1095,0.585221635
"Synthetic opioids, excl. methadone (T40.4)",New York,2017,January,1153,0.600385458
"Synthetic opioids, excl. methadone (T40.4)",New York,2017,February,1180,0.62486772
"Synthetic opioids, excl. methadone (T40.4)",New York,2017,March,1228,0.639328252
"Synthetic opioids, excl. methadone (T40.4)",New York,2017,April,1245,0.655655152
"Synthetic opioids, excl. methadone (T40.4)",New York,2017,May,1302,0.673173677
"Synthetic opioids, excl. methadone (T40.4)",New York,2017,June,1336,0.702926017
"Synthetic opioids, excl. methadone (T40.4)",New York,2017,July,1348,0.74928532
"Synthetic opioids, excl. methadone (T40.4)",New York,2017,August,1345,0.799446306
"Synthetic opioids, excl. methadone (T40.4)",New York,2017,September,1355,0.876410128
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,January,368,0.021170742
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,February,353,0.018431724
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,March,351,0.018400231
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,April,353,0.018418145
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,May,340,0.018427357
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,June,320,0.023597892
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,July,313,0.020946247
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,August,300,0.015670297
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,September,288,0.018304003
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,October,284,0.01829587
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,November,284,0.020899734
Natural & semi-synthetic opioids (T40.2),Oklahoma,2015,December,282,0.018266747
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,January,270,0.018407005
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,February,276,0.01845213
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,March,269,0.021157305
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,April,275,0.023781841
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,May,267,0.026310251
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,June,266,0.021142208
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,July,275,0.021165701
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,August,287,0.021111522
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,September,278,0.02102773
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,October,282,0.015770798
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,November,277,0.013144059
Natural & semi-synthetic opioids (T40.2),Oklahoma,2016,December,282,0.013099293
Natural & semi-synthetic opioids (T40.2),Oklahoma,2017,January,289,0.018255314
Natural & semi-synthetic opioids (T40.2),Oklahoma,2017,February,282,0.018173793
Natural & semi-synthetic opioids (T40.2),Oklahoma,2017,March,281,0.020718948
Natural & semi-synthetic opioids (T40.2),Oklahoma,2017,April,268,0.025815112
Natural & semi-synthetic opioids (T40.2),Oklahoma,2017,May,271,0.023269042
Natural & semi-synthetic opioids (T40.2),Oklahoma,2017,June,277,0.036026763
Natural & semi-synthetic opioids (T40.2),Oklahoma,2017,July,263,0.046169236
Natural & semi-synthetic opioids (T40.2),Oklahoma,2017,August,248,0.056430514
Natural & semi-synthetic opioids (T40.2),Oklahoma,2017,September,247,0.079389469
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,January,505,0.021170742
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,February,492,0.018431724
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,March,487,0.018400231
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,April,496,0.018418145
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,May,482,0.018427357
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,June,470,0.023597892
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,July,463,0.020946247
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,August,444,0.015670297
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,September,432,0.018304003
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,October,431,0.01829587
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,November,434,0.020899734
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2015,December,427,0.018266747
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,January,411,0.018407005
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,February,420,0.01845213
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,March,409,0.021157305
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,April,410,0.023781841
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,May,414,0.026310251
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,June,401,0.021142208
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,July,411,0.021165701
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,August,425,0.021111522
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,September,420,0.02102773
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,October,425,0.015770798
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,November,418,0.013144059
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2016,December,432,0.013099293
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2017,January,448,0.018255314
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2017,February,446,0.018173793
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2017,March,448,0.020718948
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2017,April,446,0.025815112
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2017,May,437,0.023269042
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2017,June,450,0.036026763
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2017,July,448,0.046169236
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2017,August,426,0.056430514
"Opioids (T40.0-T40.4,T40.6)",Oklahoma,2017,September,422,0.079389469
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,January,72,0.021170742
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,February,78,0.018431724
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,March,76,0.018400231
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,April,81,0.018418145
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,May,79,0.018427357
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,June,89,0.023597892
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,July,93,0.020946247
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,August,89,0.015670297
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,September,87,0.018304003
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,October,92,0.01829587
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,November,94,0.020899734
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2015,December,92,0.018266747
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,January,93,0.018407005
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,February,93,0.01845213
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,March,96,0.021157305
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,April,95,0.023781841
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,May,102,0.026310251
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,June,90,0.021142208
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,July,89,0.021165701
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,August,97,0.021111522
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,September,99,0.02102773
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,October,91,0.015770798
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,November,88,0.013144059
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2016,December,95,0.013099293
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2017,January,102,0.018255314
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2017,February,105,0.018173793
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2017,March,105,0.020718948
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2017,April,109,0.025815112
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2017,May,103,0.023269042
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2017,June,103,0.036026763
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2017,July,106,0.046169236
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2017,August,101,0.056430514
"Synthetic opioids, excl. methadone (T40.4)",Oklahoma,2017,September,103,0.079389469
Natural & semi-synthetic opioids (T40.2),Oregon,2015,January,134,0.023247704
Natural & semi-synthetic opioids (T40.2),Oregon,2015,February,136,0.023090689
Natural & semi-synthetic opioids (T40.2),Oregon,2015,March,135,0.023006356
Natural & semi-synthetic opioids (T40.2),Oregon,2015,April,133,0.020046967
Natural & semi-synthetic opioids (T40.2),Oregon,2015,May,134,0.01991012
Natural & semi-synthetic opioids (T40.2),Oregon,2015,June,138,0.022626994
Natural & semi-synthetic opioids (T40.2),Oregon,2015,July,136,0.022554271
Natural & semi-synthetic opioids (T40.2),Oregon,2015,August,148,0.022544102
Natural & semi-synthetic opioids (T40.2),Oregon,2015,September,148,0.019682272
Natural & semi-synthetic opioids (T40.2),Oregon,2015,October,150,0.016909029
Natural & semi-synthetic opioids (T40.2),Oregon,2015,November,157,0.014033512
Natural & semi-synthetic opioids (T40.2),Oregon,2015,December,147,0.022388895
Natural & semi-synthetic opioids (T40.2),Oregon,2016,January,139,0.02252062
Natural & semi-synthetic opioids (T40.2),Oregon,2016,February,142,0.025385722
Natural & semi-synthetic opioids (T40.2),Oregon,2016,March,142,0.028093044
Natural & semi-synthetic opioids (T40.2),Oregon,2016,April,148,0.030915376
Natural & semi-synthetic opioids (T40.2),Oregon,2016,May,153,0.045109814
Natural & semi-synthetic opioids (T40.2),Oregon,2016,June,146,0.048023956
Natural & semi-synthetic opioids (T40.2),Oregon,2016,July,146,0.053569415
Natural & semi-synthetic opioids (T40.2),Oregon,2016,August,136,0.053409794
Natural & semi-synthetic opioids (T40.2),Oregon,2016,September,136,0.059076715
Natural & semi-synthetic opioids (T40.2),Oregon,2016,October,132,0.061645371
Natural & semi-synthetic opioids (T40.2),Oregon,2016,November,129,0.064483571
Natural & semi-synthetic opioids (T40.2),Oregon,2016,December,130,0.072387104
Natural & semi-synthetic opioids (T40.2),Oregon,2017,January,135,0.073877473
Natural & semi-synthetic opioids (T40.2),Oregon,2017,February,136,0.076298436
Natural & semi-synthetic opioids (T40.2),Oregon,2017,March,133,0.087338628
Natural & semi-synthetic opioids (T40.2),Oregon,2017,April,126,0.092622862
Natural & semi-synthetic opioids (T40.2),Oregon,2017,May,115,0.08417737
Natural & semi-synthetic opioids (T40.2),Oregon,2017,June,114,0.094971915
Natural & semi-synthetic opioids (T40.2),Oregon,2017,July,113,0.092183391
Natural & semi-synthetic opioids (T40.2),Oregon,2017,August,115,0.102969868
Natural & semi-synthetic opioids (T40.2),Oregon,2017,September,110,0.111276971
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,January,340,0.023247704
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,February,343,0.023090689
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,March,339,0.023006356
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,April,341,0.020046967
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,May,326,0.01991012
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,June,335,0.022626994
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,July,331,0.022554271
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,August,344,0.022544102
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,September,351,0.019682272
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,October,347,0.016909029
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,November,340,0.014033512
"Opioids (T40.0-T40.4,T40.6)",Oregon,2015,December,328,0.022388895
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,January,323,0.02252062
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,February,330,0.025385722
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,March,329,0.028093044
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,April,332,0.030915376
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,May,344,0.045109814
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,June,333,0.048023956
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,July,330,0.053569415
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,August,317,0.053409794
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,September,310,0.059076715
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,October,303,0.061645371
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,November,306,0.064483571
"Opioids (T40.0-T40.4,T40.6)",Oregon,2016,December,306,0.072387104
"Opioids (T40.0-T40.4,T40.6)",Oregon,2017,January,309,0.073877473
